,Score,sentence,Sentiment
309,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
310,1,rahul gandhi pm favours rich people who do u think peons and sarkari babu are demonetization,Positive
311,2,rt demonetization survey results after hours lacs opinions amazing response amp commitment in fight against blackmoney   ,Positive
312,-1,rt ts is exactly what pappu amp opposition has done to themselves by opposing demonetization now none can stop modi bandwagon ti  ,Negative
313,2,demonetization modi ji just like your survey mrs clinton was also winning the elections in all the surveys,Positive
314,2,rt demonetization survey results after hours lacs opinions amazing response amp commitment in fight against blackmoney   ,Positive
315,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
316,0,rt acid test for modi and bjp demonetization hits indian life india banking southasia t co uvtom l,Neutral
317,0,rt acid test for modi and bjp demonetization hits indian life india banking southasia t co uvtom l,Neutral
318,0,rt acid test for modi and bjp demonetization hits indian life india banking southasia t co uvtom l,Neutral
319,0,rt can t say anything about productivity but creativity has increased after demonetization t co fmh umbvq,Neutral
320,0,rt did you vote on demonetization on modi survey app,Neutral
321,0,acid test for modi and bjp demonetization hits indian life india banking southasia t co uvtom l,Neutral
322,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
323,1,rt putting nation over party politics nitishkumar supports pm on demonetization t co uodwxdpmmg,Positive
324,-2,rt doltiwal i mean jaichandkejriwal is hurt by demonetization as the same has rendered useless ed u a u bd ed u b u acquired funds no wo  ,Negative
325,0,rt before and after gandhi ji heard they are standing there against demonetization t co nhek tpg,Neutral
326,0,rt before and after gandhi ji heard they are standing there against demonetization t co nhek tpg,Neutral
327,1,rt huge support for pm   s demonetization move across the nation people back demonetization c voter su  ,Positive
328,-1,rt the modi app on demonetization proves once again that the govt is totally indifferent to the mounting misery and hards  ,Negative
329,-1,rt the modi app on demonetization proves once again that the govt is totally indifferent to the mounting misery and hards  ,Negative
330,0,rt this tweet of bibi explains why she is having a prob with demonetization in first part she says she can t  ,Neutral
331,0,post the indian currency demonetization move bjp or modi has garnered a huge base of foes and psychopaths t co az quvkptf,Neutral
332,0,rt the effect of demonetization t co a of zh f,Neutral
333,-1,so this is what demonetization has done aside killing over people cashrush blackmoney t co ybgj wypo,Negative
334,0,rt before and after gandhi ji heard they are standing there against demonetization t co nhek tpg,Neutral
335,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
336,1,reduce the perks amp benefits of all mp s and mla s by demonetization,Positive
337,-1,rt the modi app on demonetization proves once again that the govt is totally indifferent to the mounting misery and hards  ,Negative
338,0,rt before and after gandhi ji heard they are standing there against demonetization t co nhek tpg,Neutral
339,0,rt before and after gandhi ji heard they are standing there against demonetization t co nhek tpg,Neutral
340,1,the only thing i have gained from modi s demonetization is one addiction to my hindi vocabulary i now know the meaning of bewafa india,Positive
341,-2,rt doltiwal i mean jaichandkejriwal is hurt by demonetization as the same has rendered useless ed u a u bd ed u b u acquired funds no wo  ,Negative
342,0,rt before and after gandhi ji heard they are standing there against demonetization t co nhek tpg,Neutral
343,-1,rt ts is exactly what pappu amp opposition has done to themselves by opposing demonetization now none can stop modi bandwagon ti  ,Negative
344,0,rt this tweet of bibi explains why she is having a prob with demonetization in first part she says she can t  ,Neutral
345,0,kindly bring your application for real survey on demonetization to know actual truth how unhappy people are,Neutral
346,-1,rt ts is exactly what pappu amp opposition has done to themselves by opposing demonetization now none can stop modi bandwagon ti  ,Negative
347,2,rt demonetization survey results after hours lacs opinions amazing response amp commitment in fight against blackmoney   ,Positive
348,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
349,-1,rt the modi app on demonetization proves once again that the govt is totally indifferent to the mounting misery and hards  ,Negative
350,-2,rt doltiwal i mean jaichandkejriwal is hurt by demonetization as the same has rendered useless ed u a u bd ed u b u acquired funds no wo  ,Negative
351,0,rt the effect of demonetization t co a of zh f,Neutral
352,1,rt what is the impact of demonetization on various sectors like real estate consumption banks read our views here   ,Positive
353,-1,rt ts is exactly what pappu amp opposition has done to themselves by opposing demonetization now none can stop modi bandwagon ti  ,Negative
354,0,rt how will inflation and interest rates react to demonetization read our views here t co kfcvghbndl t co m  ,Neutral
355,0,rt this tweet of bibi explains why she is having a prob with demonetization in first part she says she can t  ,Neutral
356,-1,sbi slashes bulk deposit term deposit rates drastically cashualty of demonetization,Negative
357,1,rt interesting results from app poll on demonetization it is still open please participate t co   ,Positive
358,-2,rt doltiwal i mean jaichandkejriwal is hurt by demonetization as the same has rendered useless ed u a u bd ed u b u acquired funds no wo  ,Negative
359,0,rt this tweet of bibi explains why she is having a prob with demonetization in first part she says she can t  ,Neutral
360,1,rt calling all nationalists to join walk for corruptionfreeindia and spread the benefits of demonetization among the mas  ,Positive
361,3,rt demonetization indiafightscorruption immense courage needed to take such a momentous decision   ,Positive
362,0,rt did you vote on demonetization on modi survey app,Neutral
363,-2,rt doltiwal i mean jaichandkejriwal is hurt by demonetization as the same has rendered useless ed u a u bd ed u b u acquired funds no wo  ,Negative
364,0,rt before and after gandhi ji heard they are standing there against demonetization t co nhek tpg,Neutral
365,-2,the modi app on demonetization proves once again that the govt is totally indifferent to the mounting misery and hardship of the people,Negative
366,0,rt did you vote on demonetization on modi survey app,Neutral
367,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
368,1,rt survey result so far by on demonetization lakh response in hrs supports note ban meradeshbadalraha  ,Positive
369,2,rt demonetization survey results after hours lacs opinions amazing response amp commitment in fight against blackmoney   ,Positive
370,0,rt this tweet of bibi explains why she is having a prob with demonetization in first part she says she can t  ,Neutral
371,0,rt the effect of demonetization t co a of zh f,Neutral
372,0,rt rs lakh looted from a bank in kishtwar in j amp k third such incident since demonetization that s how terrorists have  ,Neutral
373,-1,rt demonetizationmythsbusted anyone dying within km radius of bank is coz of demonetization and modi is directly resp  ,Negative
